종목코드,종목명,적용시작일,WICS대,WICS중,WICS소,KRX섹터,산업분류
007310,오뚜기,2026-07-01,필수소비재,"식품,음료,담배",식품,KRX 필수소비재,기타 식품 제조업
007330,푸른저축은행,2026-07-01,금융,다각화된금융,기타금융,,은행 및 저축기관
007340,DN오토모티브,2026-07-01,경기관련소비재,자동차와부품,자동차부품,KRX 자동차,일차전지 및 이차전지 제조업
007370,진양제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
007390,네이처셀,2026-07-01,건강관리,제약과생물공학,생물공학,KRX 헬스케어,기초 의약물질 제조업
007460,에이프로젠,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
007530,와이엠,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,기타 금속 가공제품 제조업
007540,샘표,2026-07-01,필수소비재,"식품,음료,담배",식품,,기타 금융업
007570,일양약품,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
007590,동방아그로,2026-07-01,소재,소재,화학,,"비료, 농약 및 살균, 살충제 제조업"
007610,선도전기,2026-07-01,산업재,자본재,전기장비,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
007660,이수페타시스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 정보기술,전자부품 제조업
007680,대원,2026-07-01,산업재,자본재,건설,,건물 건설업
007690,국도화학,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
007700,F&F홀딩스,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,기타 금융업
007720,소노스퀘어,2026-07-01,경기관련소비재,소매(유통),판매업체,,상품 종합 도매업
007770,한일화학,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
007810,코리아써키트,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,전자부품 제조업
007820,엠엑스로보틱스,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
007860,서연,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,기타 금융업
007980,TP,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
008040,사조동아원,2026-07-01,필수소비재,"식품,음료,담배",식품,,"곡물가공품, 전분 및 전분제품 제조업"
008060,대덕,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,기타 금융업
008250,이건산업,2026-07-01,산업재,자본재,건축자재,,나무제품 제조업
008260,NI스틸,2026-07-01,산업재,자본재,건축자재,,1차 철강 제조업
008290,원풍물산,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
008350,남선알미늄,2026-07-01,소재,소재,비철금속,,1차 비철금속 제조업
008370,원풍,2026-07-01,소재,소재,화학,,플라스틱제품 제조업
008420,문배철강,2026-07-01,소재,소재,철강,,1차 철강 제조업
008470,부스타,2026-07-01,산업재,자본재,기계,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
008490,서흥,2026-07-01,건강관리,제약과생물공학,제약,,기타 화학제품 제조업
008600,윌비스,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,생활용품 도매업
008700,아남전자,2026-07-01,IT,전자와 전기제품,전자제품,,영상 및 음향기기 제조업
008730,율촌화학,2026-07-01,소재,소재,포장재,,플라스틱제품 제조업
008770,호텔신라,2026-07-01,경기관련소비재,소매(유통),백화점과일반상점,KRX 경기소비재,기타 상품 전문 소매업
008830,대동기어,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
008870,금비,2026-07-01,소재,소재,포장재,,유리 및 유리제품 제조업
008930,한미사이언스,2026-07-01,건강관리,제약과생물공학,제약,KRX 헬스케어,기타 금융업
008970,KBI동양철관,2026-07-01,소재,소재,철강,,1차 철강 제조업
009070,KCTC,2026-07-01,산업재,운송,항공화물운송과물류,,도로 화물 운송업
009140,경인전자,2026-07-01,IT,전자와 전기제품,전자제품,,전자부품 제조업
009150,삼성전기,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,KRX 정보기술,전자부품 제조업
009160,SIMPAC,2026-07-01,소재,소재,비철금속,,1차 철강 제조업
009180,한솔로지스틱스,2026-07-01,산업재,운송,항공화물운송과물류,,기타 운송관련 서비스업
009190,대양금속,2026-07-01,소재,소재,철강,,1차 철강 제조업
009200,무림페이퍼,2026-07-01,소재,소재,종이와목재,,"펄프, 종이 및 판지 제조업"
009240,한샘,2026-07-01,산업재,자본재,가구,KRX 경기소비재,생활용품 도매업
009270,신원,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
009290,광동제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
009300,삼아제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
009310,참엔지니어링,2026-07-01,IT,디스플레이,디스플레이장비및부품,,특수 목적용 기계 제조업
009320,아진전자부품,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
009410,태영건설,2026-07-01,산업재,자본재,건설,,토목 건설업
009420,한올바이오파마,2026-07-01,건강관리,제약과생물공학,제약,KRX 헬스케어,의약품 제조업
009440,KC그린홀딩스,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,기타 금융업
009450,경동나비엔,2026-07-01,경기관련소비재,내구소비재와의류,가정용기기와용품,KRX 건설,가정용 기기 제조업
009460,한창제지,2026-07-01,소재,소재,포장재,,"펄프, 종이 및 판지 제조업"
009470,삼화전기,2026-07-01,IT,전자와 전기제품,전기제품,,전자부품 제조업
009520,포스코엠텍,2026-07-01,소재,소재,철강,KRX 철강,1차 철강 제조업
009540,HD한국조선해양,2026-07-01,산업재,자본재,조선,KRX 기계장비,기타 금융업
009580,무림P&P,2026-07-01,소재,소재,종이와목재,,"펄프, 종이 및 판지 제조업"
009620,삼보산업,2026-07-01,소재,소재,비철금속,,1차 비철금속 제조업
009680,모토닉,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
009730,이렘,2026-07-01,소재,소재,비철금속,,1차 철강 제조업
009770,삼정펄프,2026-07-01,필수소비재,가정용품과개인용품,가정용품,,"펄프, 종이 및 판지 제조업"
009780,엠에스씨,2026-07-01,필수소비재,"식품,음료,담배",식품,,기타 식품 제조업
009810,플레이그램,2026-07-01,경기관련소비재,소매(유통),판매업체,,기타 전문 도매업
009830,한화솔루션,2026-07-01,에너지,에너지,에너지장비및서비스,KRX 에너지화학,기초 화학물질 제조업
009900,명신산업,2026-07-01,경기관련소비재,자동차와부품,자동차부품,KRX 자동차,자동차 신품 부품 제조업
009970,영원무역홀딩스,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",KRX 경기소비재,기타 금융업
010040,한국내화,2026-07-01,소재,소재,비철금속,,"내화, 비내화 요업제품 제조업"
010060,OCI홀딩스,2026-07-01,소재,소재,화학,KRX 에너지화학,기타 금융업
010100,한국무브넥스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
010120,LS ELECTRIC,2026-07-01,산업재,자본재,전기장비,KRX 기계장비,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
010130,고려아연,2026-07-01,소재,소재,비철금속,KRX 철강,1차 비철금속 제조업
010140,삼성중공업,2026-07-01,산업재,자본재,조선,KRX 기계장비,선박 및 보트 건조업
010170,대한광통신,2026-07-01,IT,기술하드웨어와장비,통신장비,,절연선 및 케이블 제조업
010240,흥국,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
010280,아이티센엔텍,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
010400,우진아이엔에스,2026-07-01,산업재,자본재,건설,,건물설비 설치 공사업
010470,오리콤,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,광고,,광고업
010580,에스엠벡셀,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
010640,진양폴리,2026-07-01,소재,소재,화학,,플라스틱제품 제조업
010660,화천기계,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
010690,화신,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
010770,평화홀딩스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
010780,아이에스동서,2026-07-01,산업재,자본재,건설,KRX 건설,"시멘트, 석회, 플라스터 및 그 제품 제조업"
010820,퍼스텍,2026-07-01,산업재,자본재,우주항공과국방,,무기 및 총포탄 제조업
010950,S-Oil,2026-07-01,에너지,에너지,석유와가스,KRX 에너지화학,석유 정제품 제조업
010960,삼호개발,2026-07-01,산업재,자본재,건설,,기반조성 및 시설물 축조관련 전문공사업
011000,진원생명과학,2026-07-01,건강관리,제약과생물공학,생물공학,,의약품 제조업
011040,경동제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
011070,LG이노텍,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,KRX 정보기술,전자부품 제조업
011080,형지I&C,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
011090,에넥스,2026-07-01,산업재,자본재,가구,,가구 제조업
011150,CJ씨푸드,2026-07-01,필수소비재,"식품,음료,담배",식품,,기타 식품 제조업
011170,롯데케미칼,2026-07-01,소재,소재,화학,KRX 에너지화학,기초 화학물질 제조업
011200,HMM,2026-07-01,산업재,운송,해운사,KRX 운송,해상 운송업
011210,현대위아,2026-07-01,경기관련소비재,자동차와부품,자동차부품,KRX 자동차,자동차 신품 부품 제조업
011230,삼화전자,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,영상 및 음향기기 제조업
011280,태림포장,2026-07-01,소재,소재,포장재,,"골판지, 종이 상자 및 종이 용기 제조업"
011300,우성머티리얼스,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,직물직조 및 직물제품 제조업
011320,유니크,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
011330,유니켐,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
011370,서한,2026-07-01,산업재,자본재,건설,,건물 건설업
011390,부산산업,2026-07-01,산업재,자본재,건축자재,,"시멘트, 석회, 플라스터 및 그 제품 제조업"
011420,갤럭시아에스엠,2026-07-01,경기관련소비재,내구소비재와의류,레저용장비와제품,,스포츠 서비스업
011500,한농화성,2026-07-01,소재,소재,화학,,기타 화학제품 제조업
011560,세보엠이씨,2026-07-01,산업재,자본재,건설,,건물설비 설치 공사업
011690,와이투솔루션,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,반도체 제조업
011700,한신기계,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
011760,현대코퍼레이션,2026-07-01,산업재,자본재,무역회사와판매업체,,상품 종합 도매업
011780,금호석유화학,2026-07-01,소재,소재,화학,KRX 에너지화학,기초 화학물질 제조업
011790,SKC,2026-07-01,소재,소재,화학,KRX 에너지화학,기타 화학제품 제조업
011810,STX,2026-07-01,산업재,자본재,무역회사와판매업체,,상품 종합 도매업
011930,신성이엔지,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
012030,DB,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
012160,영흥,2026-07-01,소재,소재,철강,,1차 철강 제조업
012170,아센디오,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
012200,계양전기,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,일반 목적용 기계 제조업
012210,삼미금속,2026-07-01,산업재,자본재,기계,,기타 금속 가공제품 제조업
012280,영화금속,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
012320,경동인베스트,2026-07-01,소재,소재,비철금속,,기타 금융업
012330,현대모비스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,KRX 자동차,자동차 신품 부품 제조업
012340,뉴인텍,2026-07-01,IT,전자와 전기제품,전기제품,,자동차 신품 부품 제조업
012450,한화에어로스페이스,2026-07-01,산업재,자본재,우주항공과국방,,"항공기,우주선 및 부품 제조업"
012510,더존비즈온,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
012610,경인양행,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
012620,원일특강,2026-07-01,소재,소재,철강,,1차 철강 제조업
012630,HDC,2026-07-01,산업재,자본재,건설,KRX 건설,기타 금융업
